update_date,city_name,dt,main_temp_min,main_temp_max,main_pressure,main_humidity,wind_speed
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-18 08:00:00,18.35,18.35,1012,87,2.85
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-18 11:00:00,22.11,22.11,1011.99,71,5.14
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-18 14:00:00,21.65,21.65,1011.61,77,6.47
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-18 17:00:00,20.16,20.16,1010.89,83,6.11
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-18 20:00:00,17.55,17.55,1010.77,90,5.01
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-18 23:00:00,16.25,16.25,1010.92,93,4.83
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-19 02:00:00,15.55,15.55,1010.27,94,4.91
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-19 05:00:00,14.46,14.46,1010.02,93,5.87
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-19 08:00:00,15.95,15.95,1010.35,88,6.46
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-19 11:00:00,20.55,20.55,1010.11,74,7.34
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-19 14:00:00,22.45,22.45,1009.12,69,7.62
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-19 17:00:00,21.25,21.25,1008.34,75,6.52
2019-05-14 20:27:29,ZAMOŚĆ,2019-05-19 20:00:00,18.2,18.2,1008.08,84,5.44
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-14 23:00:00,5.47,6.03,1028.43,66,3.37
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 02:00:00,4.79,5.22,1027.73,57,3.84
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 05:00:00,4.31,4.59,1026.21,59,4.12
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 08:00:00,6.47,6.61,1025.62,66,4.45
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 11:00:00,11.35,11.35,1025.02,58,5.01
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 14:00:00,8.15,8.15,1022.9,84,4.41
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 17:00:00,13.46,13.46,1021.31,61,5.21
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 20:00:00,10.75,10.75,1019.91,91,4.33
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-15 23:00:00,8.19,8.19,1018.36,93,6.46
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 02:00:00,8.45,8.45,1015.9,96,5.1
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 05:00:00,10.25,10.25,1014.42,98,3.09
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 08:00:00,12.47,12.47,1013.43,97,3.52
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 11:00:00,13.15,13.15,1012.36,97,3.51
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 14:00:00,14.25,14.25,1011.83,95,2.82
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 17:00:00,16.11,16.11,1011.71,84,1.55
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 20:00:00,14.05,14.05,1012.58,91,1.51
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-16 23:00:00,10.45,10.45,1013.62,97,2.12
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 02:00:00,9.18,9.18,1013.46,98,1.82
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 05:00:00,9.55,9.55,1013.01,98,1.51
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 08:00:00,12.35,12.35,1012.45,92,1.09
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 11:00:00,14.65,14.65,1011.57,83,1.09
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 14:00:00,21.55,21.55,1010.51,56,0.26
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 17:00:00,19.75,19.75,1009.69,55,1.3
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 20:00:00,16.55,16.55,1009.65,70,0.83
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-17 23:00:00,12.95,12.95,1010.03,83,1.22
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 02:00:00,12.25,12.25,1010.37,90,1.34
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 05:00:00,11.67,11.67,1010.23,95,1.87
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 08:00:00,16.35,16.35,1010.69,77,2.33
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 11:00:00,21.61,21.61,1010.23,52,3.62
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 14:00:00,23.85,23.85,1009.18,44,4.39
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 17:00:00,23.75,23.75,1008.2,44,4.41
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 20:00:00,19.05,19.05,1008.01,69,2.42
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-18 23:00:00,14.95,14.95,1008.45,83,2.08
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-19 02:00:00,13.55,13.55,1008.01,90,1.76
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-19 05:00:00,12.75,12.75,1007.14,94,1.36
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-19 08:00:00,17.95,17.95,1006.75,76,2.14
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-19 11:00:00,23.75,23.75,1005.71,53,2.88
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-19 14:00:00,25.75,25.75,1004.74,44,3.49
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-19 17:00:00,25.25,25.25,1003.5,45,3.93
2019-05-14 20:27:29,ZIELONA GÓRA,2019-05-19 20:00:00,19.7,19.7,1003.08,77,2.85
2019-05-14 20:27:29,LEGNICA,2019-05-14 23:00:00,5.37,7.06,1027.02,60,5.27
2019-05-14 20:27:29,LEGNICA,2019-05-15 02:00:00,4.22,5.49,1026.19,62,4.69
2019-05-14 20:27:29,LEGNICA,2019-05-15 05:00:00,3.32,4.17,1024.78,71,4.28
2019-05-14 20:27:29,LEGNICA,2019-05-15 08:00:00,4.74,5.17,1024.27,77,4.46
2019-05-14 20:27:29,LEGNICA,2019-05-15 11:00:00,6.85,6.85,1023.67,91,4.04
2019-05-14 20:27:29,LEGNICA,2019-05-15 14:00:00,6.65,6.65,1021.56,93,4.78
2019-05-14 20:27:29,LEGNICA,2019-05-15 17:00:00,9.76,9.76,1019.85,91,4.38
2019-05-14 20:27:29,LEGNICA,2019-05-15 20:00:00,9.46,9.46,1018.24,96,5.9
2019-05-14 20:27:29,LEGNICA,2019-05-15 23:00:00,7.99,7.99,1016.71,97,5.74
2019-05-14 20:27:29,LEGNICA,2019-05-16 02:00:00,8.35,8.35,1014.65,98,4.58
2019-05-14 20:27:29,LEGNICA,2019-05-16 05:00:00,8.95,8.95,1013.45,99,2.61
2019-05-14 20:27:29,LEGNICA,2019-05-16 08:00:00,9.97,9.97,1012.62,99,2.42
2019-05-14 20:27:29,LEGNICA,2019-05-16 11:00:00,10.25,10.25,1011.7,98,3.63
2019-05-14 20:27:29,LEGNICA,2019-05-16 14:00:00,14.95,14.95,1011.47,83,3.21
2019-05-14 20:27:29,LEGNICA,2019-05-16 17:00:00,15.61,15.61,1011.49,77,2.5
2019-05-14 20:27:29,LEGNICA,2019-05-16 20:00:00,13.25,13.25,1012.51,89,2.33
2019-05-14 20:27:29,LEGNICA,2019-05-16 23:00:00,9.55,9.55,1013.59,98,2.22
2019-05-14 20:27:29,LEGNICA,2019-05-17 02:00:00,9.58,9.58,1013.37,97,2.24
2019-05-14 20:27:29,LEGNICA,2019-05-17 05:00:00,8.15,8.15,1012.91,99,1.88
2019-05-14 20:27:29,LEGNICA,2019-05-17 08:00:00,11.25,11.25,1012.3,93,1.65
2019-05-14 20:27:29,LEGNICA,2019-05-17 11:00:00,13.95,13.95,1011.29,82,1.27
2019-05-14 20:27:29,LEGNICA,2019-05-17 14:00:00,21.15,21.15,1010.26,56,0.94
2019-05-14 20:27:29,LEGNICA,2019-05-17 17:00:00,19.95,19.95,1009.57,60,0.97
2019-05-14 20:27:29,LEGNICA,2019-05-17 20:00:00,16.15,16.15,1009.65,80,1.9
2019-05-14 20:27:29,LEGNICA,2019-05-17 23:00:00,12.95,12.95,1010.13,91,1.91
2019-05-14 20:27:29,LEGNICA,2019-05-18 02:00:00,12.25,12.25,1010.43,92,1.89
2019-05-14 20:27:29,LEGNICA,2019-05-18 05:00:00,11.77,11.77,1010.34,92,1.86
2019-05-14 20:27:29,LEGNICA,2019-05-18 08:00:00,15.55,15.55,1010.74,76,2.14
2019-05-14 20:27:29,LEGNICA,2019-05-18 11:00:00,20.41,20.41,1010.21,55,3.37
2019-05-14 20:27:29,LEGNICA,2019-05-18 14:00:00,22.55,22.55,1009.11,47,4.16
2019-05-14 20:27:29,LEGNICA,2019-05-18 17:00:00,22.36,22.36,1008.14,52,4.35
2019-05-14 20:27:29,LEGNICA,2019-05-18 20:00:00,18.15,18.15,1007.99,74,2.37
2019-05-14 20:27:29,LEGNICA,2019-05-18 23:00:00,14.55,14.55,1008.36,83,1.85
2019-05-14 20:27:29,LEGNICA,2019-05-19 02:00:00,13.05,13.05,1007.84,88,1.12
2019-05-14 20:27:29,LEGNICA,2019-05-19 05:00:00,12.16,12.16,1006.99,92,0.86
2019-05-14 20:27:29,LEGNICA,2019-05-19 08:00:00,17.05,17.05,1006.63,76,1.58
2019-05-14 20:27:29,LEGNICA,2019-05-19 11:00:00,22.65,22.65,1005.63,55,2.7
2019-05-14 20:27:29,LEGNICA,2019-05-19 14:00:00,24.65,24.65,1004.59,46,3.75
2019-05-14 20:27:29,LEGNICA,2019-05-19 17:00:00,24.15,24.15,1003.4,52,4.26
2019-05-14 20:27:29,LEGNICA,2019-05-19 20:00:00,19.5,19.5,1003,74,2.21
2019-05-14 20:27:29,LESZNO,2019-05-14 23:00:00,5.56,6.86,1027.62,66,5.18
2019-05-14 20:27:29,LESZNO,2019-05-15 02:00:00,4.89,5.86,1026.68,65,4.87
2019-05-14 20:27:29,LESZNO,2019-05-15 05:00:00,4.73,5.37,1025.23,70,4.93
2019-05-14 20:27:29,LESZNO,2019-05-15 08:00:00,7.47,7.79,1024.56,78,6.67
2019-05-14 20:27:29,LESZNO,2019-05-15 11:00:00,7.15,7.15,1023.83,88,5.53
2019-05-14 20:27:29,LESZNO,2019-05-15 14:00:00,11.45,11.45,1021.67,79,7.04
2019-05-14 20:27:29,LESZNO,2019-05-15 17:00:00,11.86,11.86,1019.93,90,6.38
2019-05-14 20:27:29,LESZNO,2019-05-15 20:00:00,8.66,8.66,1018.27,93,8.16
2019-05-14 20:27:29,LESZNO,2019-05-15 23:00:00,8.59,8.59,1016.61,95,7.84
2019-05-14 20:27:29,LESZNO,2019-05-16 02:00:00,10.75,10.75,1014.55,97,5.06
2019-05-14 20:27:29,LESZNO,2019-05-16 05:00:00,13.05,13.05,1013.46,97,3.92
2019-05-14 20:27:29,LESZNO,2019-05-16 08:00:00,13.17,13.17,1012.6,98,3.76
2019-05-14 20:27:29,LESZNO,2019-05-16 11:00:00,13.55,13.55,1011.76,97,4.73
2019-05-14 20:27:29,LESZNO,2019-05-16 14:00:00,16.25,16.25,1011.57,89,3.05
2019-05-14 20:27:29,LESZNO,2019-05-16 17:00:00,16.81,16.81,1011.7,84,2.22
2019-05-14 20:27:29,LESZNO,2019-05-16 20:00:00,14.55,14.55,1012.73,91,1.02
2019-05-14 20:27:29,LESZNO,2019-05-16 23:00:00,10.95,10.95,1013.61,94,0.32
2019-05-14 20:27:29,LESZNO,2019-05-17 02:00:00,9.68,9.68,1013.31,95,0.91
2019-05-14 20:27:29,LESZNO,2019-05-17 05:00:00,9.35,9.35,1012.69,97,0.71
2019-05-14 20:27:29,LESZNO,2019-05-17 08:00:00,12.75,12.75,1012.09,95,1.66
2019-05-14 20:27:29,LESZNO,2019-05-17 11:00:00,15.25,15.25,1011.27,88,1.78
2019-05-14 20:27:29,LESZNO,2019-05-17 14:00:00,18.55,18.55,1010.28,73,1.77
2019-05-14 20:27:29,LESZNO,2019-05-17 17:00:00,19.75,19.75,1009.55,62,1.24
2019-05-14 20:27:29,LESZNO,2019-05-17 20:00:00,16.45,16.45,1009.62,75,0.6
2019-05-14 20:27:29,LESZNO,2019-05-17 23:00:00,13.25,13.25,1010,86,1.69
2019-05-14 20:27:29,LESZNO,2019-05-18 02:00:00,12.55,12.55,1010.36,90,1.76
2019-05-14 20:27:29,LESZNO,2019-05-18 05:00:00,11.57,11.57,1010.43,93,2.11
2019-05-14 20:27:29,LESZNO,2019-05-18 08:00:00,16.15,16.15,1011,85,2.53
2019-05-14 20:27:29,LESZNO,2019-05-18 11:00:00,20.11,20.11,1010.55,72,3.56
2019-05-14 20:27:29,LESZNO,2019-05-18 14:00:00,22.45,22.45,1009.51,61,3.5
2019-05-14 20:27:29,LESZNO,2019-05-18 17:00:00,22.56,22.56,1008.59,62,3.42
2019-05-14 20:27:29,LESZNO,2019-05-18 20:00:00,18.65,18.65,1008.36,77,2.27
2019-05-14 20:27:29,LESZNO,2019-05-18 23:00:00,15.05,15.05,1008.71,88,2.51
2019-05-14 20:27:29,LESZNO,2019-05-19 02:00:00,14.15,14.15,1008.19,93,2.57
2019-05-14 20:27:29,LESZNO,2019-05-19 05:00:00,13.25,13.25,1007.31,94,2.27
2019-05-14 20:27:29,LESZNO,2019-05-19 08:00:00,17.55,17.55,1006.91,86,2.49
2019-05-14 20:27:29,LESZNO,2019-05-19 11:00:00,21.95,21.95,1005.97,70,3.04
2019-05-14 20:27:29,LESZNO,2019-05-19 14:00:00,23.85,23.85,1005.11,59,2.54
2019-05-14 20:27:29,LESZNO,2019-05-19 17:00:00,24.25,24.25,1003.99,58,3.29
2019-05-14 20:27:29,LESZNO,2019-05-19 20:00:00,19.4,19.4,1003.54,81,3.16
2019-05-14 20:27:29,WROCŁAW,2019-05-14 23:00:00,6.19,6.97,1025.01,77,5.8
2019-05-14 20:27:29,WROCŁAW,2019-05-15 02:00:00,4.71,5.29,1023.91,91,4.77
2019-05-14 20:27:29,WROCŁAW,2019-05-15 05:00:00,4.04,4.43,1022.59,92,5.19
2019-05-14 20:27:29,WROCŁAW,2019-05-15 08:00:00,4.57,4.77,1022.06,93,4.97
2019-05-14 20:27:29,WROCŁAW,2019-05-15 11:00:00,6.85,6.85,1021.31,94,5.66
2019-05-14 20:27:29,WROCŁAW,2019-05-15 14:00:00,8.75,8.75,1019.31,91,7.24
2019-05-14 20:27:29,WROCŁAW,2019-05-15 17:00:00,9.66,9.66,1017.5,95,5.9
2019-05-14 20:27:29,WROCŁAW,2019-05-15 20:00:00,8.66,8.66,1015.86,96,5.96
2019-05-14 20:27:29,WROCŁAW,2019-05-15 23:00:00,8.49,8.49,1014.61,97,4.72
2019-05-14 20:27:29,WROCŁAW,2019-05-16 02:00:00,9.15,9.15,1013.25,98,4.1
2019-05-14 20:27:29,WROCŁAW,2019-05-16 05:00:00,9.35,9.35,1012.44,98,2.93
2019-05-14 20:27:29,WROCŁAW,2019-05-16 08:00:00,10.07,10.07,1011.72,97,3.15
2019-05-14 20:27:29,WROCŁAW,2019-05-16 11:00:00,12.65,12.65,1011.15,90,3.13
2019-05-14 20:27:29,WROCŁAW,2019-05-16 14:00:00,13.75,13.75,1011.37,88,0.97
2019-05-14 20:27:29,WROCŁAW,2019-05-16 17:00:00,16.71,16.71,1011.42,77,3.49
2019-05-14 20:27:29,WROCŁAW,2019-05-16 20:00:00,13.45,13.45,1012.54,88,1.25
2019-05-14 20:27:29,WROCŁAW,2019-05-16 23:00:00,10.05,10.05,1013.51,93,1.57
2019-05-14 20:27:29,WROCŁAW,2019-05-17 02:00:00,8.68,8.68,1013.13,97,2.36
2019-05-14 20:27:29,WROCŁAW,2019-05-17 05:00:00,9.95,9.95,1012.63,98,2.04
2019-05-14 20:27:29,WROCŁAW,2019-05-17 08:00:00,12.05,12.05,1011.88,93,2.45
2019-05-14 20:27:29,WROCŁAW,2019-05-17 11:00:00,15.15,15.15,1010.83,81,1.59
2019-05-14 20:27:29,WROCŁAW,2019-05-17 14:00:00,19.45,19.45,1009.89,64,1.6
2019-05-14 20:27:29,WROCŁAW,2019-05-17 17:00:00,19.95,19.95,1009.35,64,1.76
2019-05-14 20:27:29,WROCŁAW,2019-05-17 20:00:00,16.05,16.05,1009.67,81,1.6
2019-05-14 20:27:29,WROCŁAW,2019-05-17 23:00:00,13.45,13.45,1010.39,86,1.81
2019-05-14 20:27:29,WROCŁAW,2019-05-18 02:00:00,11.45,11.45,1010.66,90,0.99
2019-05-14 20:27:29,WROCŁAW,2019-05-18 05:00:00,10.77,10.77,1010.68,91,1.35
2019-05-14 20:27:29,WROCŁAW,2019-05-18 08:00:00,14.85,14.85,1010.98,80,1.55
2019-05-14 20:27:29,WROCŁAW,2019-05-18 11:00:00,19.61,19.61,1010.4,62,3.3
2019-05-14 20:27:29,WROCŁAW,2019-05-18 14:00:00,22.15,22.15,1009.26,55,4.11
2019-05-14 20:27:29,WROCŁAW,2019-05-18 17:00:00,21.96,21.96,1008.32,59,4.21
2019-05-14 20:27:29,WROCŁAW,2019-05-18 20:00:00,18.05,18.05,1008.16,74,2.04
2019-05-14 20:27:29,WROCŁAW,2019-05-18 23:00:00,14.25,14.25,1008.41,81,1.05
2019-05-14 20:27:29,WROCŁAW,2019-05-19 02:00:00,12.65,12.65,1007.76,86,0.75
2019-05-14 20:27:29,WROCŁAW,2019-05-19 05:00:00,11.56,11.56,1006.97,87,0.59
2019-05-14 20:27:29,WROCŁAW,2019-05-19 08:00:00,16.35,16.35,1006.6,78,1.58
2019-05-14 20:27:29,WROCŁAW,2019-05-19 11:00:00,21.55,21.55,1005.75,64,2.72
2019-05-14 20:27:29,WROCŁAW,2019-05-19 14:00:00,24.05,24.05,1004.81,54,3.92
2019-05-14 20:27:29,WROCŁAW,2019-05-19 17:00:00,23.75,23.75,1003.8,57,3.81
2019-05-14 20:27:29,WROCŁAW,2019-05-19 20:00:00,19.3,19.3,1003.4,75,1.69
2019-05-14 20:27:29,KALISZ,2019-05-14 23:00:00,6.08,6.56,1026.27,74,6.94
2019-05-14 20:27:29,KALISZ,2019-05-15 02:00:00,5.33,5.69,1025.03,78,5.92
2019-05-14 20:27:29,KALISZ,2019-05-15 05:00:00,5.25,5.5,1023.64,86,5.63
2019-05-14 20:27:29,KALISZ,2019-05-15 08:00:00,7.54,7.67,1022.74,87,6.98
2019-05-14 20:27:29,KALISZ,2019-05-15 11:00:00,9.65,9.65,1021.64,83,7.18
2019-05-14 20:27:29,KALISZ,2019-05-15 14:00:00,10.55,10.55,1019.5,91,7.83
2019-05-14 20:27:29,KALISZ,2019-05-15 17:00:00,9.36,9.36,1017.6,94,8.55
2019-05-14 20:27:29,KALISZ,2019-05-15 20:00:00,10.36,10.36,1015.93,95,7.57
2019-05-14 20:27:29,KALISZ,2019-05-15 23:00:00,13.19,13.19,1014.62,96,6.43
2019-05-14 20:27:29,KALISZ,2019-05-16 02:00:00,12.75,12.75,1013.26,96,4.83
2019-05-14 20:27:29,KALISZ,2019-05-16 05:00:00,12.85,12.85,1012.6,98,3.79
2019-05-14 20:27:29,KALISZ,2019-05-16 08:00:00,13.67,13.67,1011.89,97,4.07
2019-05-14 20:27:29,KALISZ,2019-05-16 11:00:00,13.75,13.75,1011.5,96,4.72
2019-05-14 20:27:29,KALISZ,2019-05-16 14:00:00,16.25,16.25,1011.83,89,4.06
2019-05-14 20:27:29,KALISZ,2019-05-16 17:00:00,18.21,18.21,1011.91,78,3.09
2019-05-14 20:27:29,KALISZ,2019-05-16 20:00:00,15.15,15.15,1012.87,87,1.76
2019-05-14 20:27:29,KALISZ,2019-05-16 23:00:00,12.25,12.25,1013.37,93,1.92
2019-05-14 20:27:29,KALISZ,2019-05-17 02:00:00,11.78,11.78,1012.85,98,2.33
2019-05-14 20:27:29,KALISZ,2019-05-17 05:00:00,12.75,12.75,1012.05,98,1.67
2019-05-14 20:27:29,KALISZ,2019-05-17 08:00:00,14.25,14.25,1011.46,96,1.09
2019-05-14 20:27:29,KALISZ,2019-05-17 11:00:00,16.45,16.45,1010.72,88,1.01
2019-05-14 20:27:29,KALISZ,2019-05-17 14:00:00,19.35,19.35,1009.83,74,2.17
2019-05-14 20:27:29,KALISZ,2019-05-17 17:00:00,19.55,19.55,1009.26,73,1.74
2019-05-14 20:27:29,KALISZ,2019-05-17 20:00:00,16.95,16.95,1009.54,86,1.61
2019-05-14 20:27:29,KALISZ,2019-05-17 23:00:00,14.25,14.25,1010.09,90,0.68
2019-05-14 20:27:29,KALISZ,2019-05-18 02:00:00,13.25,13.25,1010.49,91,0.58
2019-05-14 20:27:29,KALISZ,2019-05-18 05:00:00,12.47,12.47,1010.79,92,1.03
2019-05-14 20:27:29,KALISZ,2019-05-18 08:00:00,16.85,16.85,1011.38,86,2.83
2019-05-14 20:27:29,KALISZ,2019-05-18 11:00:00,20.61,20.61,1010.96,68,3.44
2019-05-14 20:27:29,KALISZ,2019-05-18 14:00:00,22.65,22.65,1010.03,58,3.15
2019-05-14 20:27:29,KALISZ,2019-05-18 17:00:00,23.06,23.06,1009.26,57,2.63
2019-05-14 20:27:29,KALISZ,2019-05-18 20:00:00,18.95,18.95,1008.91,81,3.51
2019-05-14 20:27:29,KALISZ,2019-05-18 23:00:00,16.15,16.15,1009.13,91,3.47
2019-05-14 20:27:29,KALISZ,2019-05-19 02:00:00,14.75,14.75,1008.37,93,2.88
2019-05-14 20:27:29,KALISZ,2019-05-19 05:00:00,14.06,14.06,1007.53,94,2.78
2019-05-14 20:27:29,KALISZ,2019-05-19 08:00:00,17.65,17.65,1007.19,87,3.46
2019-05-14 20:27:29,KALISZ,2019-05-19 11:00:00,22.05,22.05,1006.45,71,3.82
2019-05-14 20:27:29,KALISZ,2019-05-19 14:00:00,24.05,24.05,1005.65,62,3.9
2019-05-14 20:27:29,KALISZ,2019-05-19 17:00:00,23.05,23.05,1004.75,66,3.36
2019-05-14 20:27:29,KALISZ,2019-05-19 20:00:00,19.4,19.4,1004.36,84,3.14
2019-05-14 20:27:29,WIELUŃ,2019-05-14 23:00:00,5.64,6.87,1024.79,88,6.92
2019-05-14 20:27:29,WIELUŃ,2019-05-15 02:00:00,4.58,5.49,1023.49,90,5.87
2019-05-14 20:27:29,WIELUŃ,2019-05-15 05:00:00,4.77,5.38,1022.07,93,6.26
2019-05-14 20:27:29,WIELUŃ,2019-05-15 08:00:00,7.16,7.47,1021.09,92,6.99
2019-05-14 20:27:29,WIELUŃ,2019-05-15 11:00:00,9.05,9.05,1019.88,91,7.06
2019-05-14 20:27:29,WIELUŃ,2019-05-15 14:00:00,8.95,8.95,1017.85,94,7.15
2019-05-14 20:27:29,WIELUŃ,2019-05-15 17:00:00,10.16,10.16,1015.92,96,7.61
2019-05-14 20:27:29,WIELUŃ,2019-05-15 20:00:00,11.96,11.96,1014.4,97,6.26
2019-05-14 20:27:29,WIELUŃ,2019-05-15 23:00:00,11.69,11.69,1013.48,98,3.07
2019-05-14 20:27:29,WIELUŃ,2019-05-16 02:00:00,9.95,9.95,1012.55,98,2.71
2019-05-14 20:27:29,WIELUŃ,2019-05-16 05:00:00,11.15,11.15,1012,99,2.11
2019-05-14 20:27:29,WIELUŃ,2019-05-16 08:00:00,12.17,12.17,1011.26,98,1.45
2019-05-14 20:27:29,WIELUŃ,2019-05-16 11:00:00,15.95,15.95,1011.05,85,2.5
2019-05-14 20:27:29,WIELUŃ,2019-05-16 14:00:00,17.75,17.75,1011.54,76,3.94
2019-05-14 20:27:29,WIELUŃ,2019-05-16 17:00:00,17.81,17.81,1011.49,70,3.34
2019-05-14 20:27:29,WIELUŃ,2019-05-16 20:00:00,14.35,14.35,1012.51,80,1.52
2019-05-14 20:27:29,WIELUŃ,2019-05-16 23:00:00,11.95,11.95,1013.05,86,1.29
2019-05-14 20:27:29,WIELUŃ,2019-05-17 02:00:00,11.18,11.18,1012.47,93,1.99
2019-05-14 20:27:29,WIELUŃ,2019-05-17 05:00:00,11.45,11.45,1011.79,97,1.86
2019-05-14 20:27:29,WIELUŃ,2019-05-17 08:00:00,13.75,13.75,1011.17,94,1.82
2019-05-14 20:27:29,WIELUŃ,2019-05-17 11:00:00,17.05,17.05,1010.37,81,1.92
2019-05-14 20:27:29,WIELUŃ,2019-05-17 14:00:00,19.95,19.95,1009.5,67,2.16
2019-05-14 20:27:29,WIELUŃ,2019-05-17 17:00:00,20.15,20.15,1009.06,66,2.14
2019-05-14 20:27:29,WIELUŃ,2019-05-17 20:00:00,16.85,16.85,1009.57,83,1.77
2019-05-14 20:27:29,WIELUŃ,2019-05-17 23:00:00,14.15,14.15,1010.35,91,0.97
2019-05-14 20:27:29,WIELUŃ,2019-05-18 02:00:00,13.15,13.15,1010.73,92,1.44
2019-05-14 20:27:29,WIELUŃ,2019-05-18 05:00:00,12.07,12.07,1011.03,92,1.05
2019-05-14 20:27:29,WIELUŃ,2019-05-18 08:00:00,16.05,16.05,1011.44,82,2.55
2019-05-14 20:27:29,WIELUŃ,2019-05-18 11:00:00,20.11,20.11,1010.91,65,2.66
2019-05-14 20:27:29,WIELUŃ,2019-05-18 14:00:00,22.45,22.45,1009.92,54,2.63
2019-05-14 20:27:29,WIELUŃ,2019-05-18 17:00:00,23.36,23.36,1009.18,52,2.53
2019-05-14 20:27:29,WIELUŃ,2019-05-18 20:00:00,18.85,18.85,1008.84,79,3.7
2019-05-14 20:27:29,WIELUŃ,2019-05-18 23:00:00,16.15,16.15,1009.04,91,3.55
2019-05-14 20:27:29,WIELUŃ,2019-05-19 02:00:00,14.65,14.65,1008.2,94,2.89
2019-05-14 20:27:29,WIELUŃ,2019-05-19 05:00:00,13.75,13.75,1007.43,95,2.46
2019-05-14 20:27:29,WIELUŃ,2019-05-19 08:00:00,17.35,17.35,1007.11,87,3.28
2019-05-14 20:27:29,WIELUŃ,2019-05-19 11:00:00,21.85,21.85,1006.46,68,3.18
2019-05-14 20:27:29,WIELUŃ,2019-05-19 14:00:00,23.85,23.85,1005.66,58,3.67
2019-05-14 20:27:29,WIELUŃ,2019-05-19 17:00:00,22.45,22.45,1004.85,68,3.83
2019-05-14 20:27:29,WIELUŃ,2019-05-19 20:00:00,18.8,18.8,1004.5,85,3.6
2019-05-14 20:27:29,ŁÓDŹ,2019-05-14 23:00:00,5.79,7.37,1025.3,81,6.45
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 02:00:00,4.81,5.99,1023.95,86,5.72
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 05:00:00,5.52,6.31,1022.49,92,5.71
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 08:00:00,7.87,8.27,1021.43,89,6.63
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 11:00:00,9.15,9.15,1020.14,91,7.2
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 14:00:00,9.15,9.15,1018.1,94,7.51
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 17:00:00,11.86,11.86,1016.2,96,6.04
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 20:00:00,13.36,13.36,1014.76,96,5.62
2019-05-14 20:27:29,ŁÓDŹ,2019-05-15 23:00:00,13.29,13.29,1013.9,96,5.35
2019-05-14 20:27:29,ŁÓDŹ,2019-05-16 02:00:00,12.35,12.35,1012.92,97,4.82
